Dimkata Angelov - Gaberot,Кавадарци,Braka Hadzi-Tefovi,41.4320592,22.0140878
ОУ Никола Вапцаров,Скопје,Браќа Реџепагиќ,42.0160487,21.4410866
ОУ Јашар Беј Шкупи,Скопје,Св. Прохор Пчињски,42.0052312,21.4362644
Факултет за физичка култура,Скопје,Јордан Мијалков,41.9883388,21.4293199
Детска градинка „Кочо Рацин“,Скопје,Белградска,41.9877883,21.4171423
ОУ „Кочо Рацин “,Скопје,Тодор Александров,41.9870488,21.4172215
Православен Богословски факултет - Свети Климент Охридски,Скопје,Загрепска,41.9930174,21.4098921
Детска Градинка Страшо Пинџур,Скопје,Натанаил Кучевишки,42.0319074,21.4461611
Детска Градинка Бутел 2,Скопје,Иван Манолев,42.0213142,21.4524635
ОУ Живко Брајковски,Скопје,Хо Ши Мин,42.0309216,21.446902
Детска Градинка Бутел 1,Скопје,Хо Ши Мин,42.031579,21.4472821
Детска градинка „11 Октомври“,Радишани,Радишанска,42.0612301,21.4507811
О.У „Ацо Шопов“,Радишани,Радишанска,42.062402,21.4518915
СУГС Никола Карев,Скопје,Драгиша Мисовиќ,42.0042988,21.4010358
Градинка Орце Николов,Скопје,Драгиша Мисовиќ,42.0047326,21.3980041
ОУ Војдан Чернодрински,Скопје,Дрезденска,41.9987542,21.4101522
Ученички дом Здравко Цветковски,Скопје,Дрезденска,41.998634,21.4119815
Детска Градинка Бисери,Скопје,Каирска,42.0006034,21.4053381
СУГС Георги Димитров,Скопје,Париска,41.9997037,21.4019021
СУГС Георги Димитров,Скопје,Париска,41.9997738,21.4017983
СГГУ Здравко Цветковски,Скопје,Булевар Партизански Одреди,42.0009758,21.40299
СГГУ Здравко Цветковски,Скопје,Булевар Партизански Одреди,42.0013773,21.4022546
Блок Г,Скопје,Митрополит Теодосиј Гологанов,41.9994515,21.3898874
Блок Б,Скопје,Митрополит Теодосиј Гологанов,41.9989673,21.3903875
Студентски дом „Гоце Делчев“,Скопје,Лондонска,41.9989583,21.3908855
Блок В,Скопје,Митрополит Теодосиј Гологанов,41.9993839,21.3904647
Блок А,Скопје,Митрополит Теодосиј Гологанов,41.9990407,21.38978
Студентски дом „Гоце Делчев“,Скопје,Лондонска,41.9992187,21.3903055
ОУ Братство,Скопје,Јоаким Осоговски,42.0014297,21.388675
ОУ Христијан Тодоровски Карпош,Скопје,Драган Ѓаконовски Шпато,42.0042785,21.4131522
Центар за странски јазици,Скопје,Орце Николов,42.0045613,21.4137621
ОУ Христијан Тодоровски Карпош,Скопје,Драган Ѓаконовски Шпато,42.0042293,21.4133152
Архитектонски и Градежен факултет,Скопје,Булевар Партизански Одреди,42.0001217,21.418838
Библиотека „Браќа Миладиновци“,Скопје,Булевар Партизански Одреди,41.9997022,21.4202483
ОУ Коле Неделковски,Скопје,Радњанска,42.0003321,21.4198144
ПСУ „Јахја Кемал“,Скопје,Варшавска,42.0009938,21.3930511
ПСУ „Јахја Кемал“,Скопје,Варшавска,42.0012155,21.3931098
ООУ „Јан Амос Коменски“,Скопје,Виенска,42.0006621,21.3938776
Меѓународни Училишта НОВА (основно училиште),Скопје,Прашка,41.998728,21.3943179
Меѓународни Училишта НОВА (основно училиште),Скопје,Прашка,41.9985982,21.3942521
Меѓународни Училишта НОВА (гимназија),Скопје,Прашка,41.9989009,21.3935051
ОУ Димо Хаџи Димов,Скопје,Ангел Динев,42.0052466,21.3738667
ОУ Димитар Беровски,Скопје,1261,42.003117,21.3574814
СУГС Кочо Рацин,Скопје,Александар Муртукулов,42.0043695,21.3638121
СУГС Кочо Рацин,Скопје,Александар Муртукулов,42.0048338,21.3636482
ОУ Партение Зографски,Скопје,Благоја Стефковски,42.0029025,21.4817394
ОУ Климент Охридски,Драчево,Улица 4,41.9305394,21.5262392
СУГС Браќа Миладиновци,Драчево,Китка,41.9355621,21.5227727
ОУ Рајко Жинзифов,Драчево,Бранко Заревски,41.9409409,21.5099439
ОУ Кузман Шапкарев,Драчево,Ѓорѓи Динката,41.9412925,21.5220616
ФОН Универзитет,Скопје,Киро Глигоров,41.9929199,21.4740172
"Средно Богословско Училиште „Св.Климент Охридски”",Драчево,Јустинијан Први,41.930702,21.5250014
ОУ Лазо Ангеловски,Скопје,Видое Смилевски-Бато,41.9831139,21.4801673
ОУ Ѓорѓија Пулевски,Скопје,Васко Карангелевски,41.989496,21.4647681
ОУ Ѓорѓија Пулевски,Скопје,Васко Карангелевски,41.9892022,21.4649948
С.У.Г.С. Владо Тасевски,Скопје,3. Македонска Бригада,41.9779285,21.4614259
ОУ Невена Георгиева Дуња,Скопје,Ѓорѓи Сугаре,41.9800546,21.4458676
ОУ Невена Георгиева Дуња,Скопје,Ѓорѓи Сугаре,41.9804094,21.4452441
Институт за лозарство и винарство,Скопје,Булевар Христијан Тодоровски Карпош,42.0313019,21.4530707
ОУ Ѓорче Петров,Скопје,4 Јули,42.0077915,21.3368528
Манастир Св. Богородица,Побожје,R2239,42.1255367,21.4283104
ОУ Св. Климент Охридски,Облешево,A3,41.883892,22.3341079
ОУ Раде Кратовче,Кочани,Коста Рацин,41.9234148,22.4108657
ОУ Малина Попиванова,Кочани,Тодосија Паунов,41.9143529,22.4218469
ОУ Малина Попиванова,Кочани,Тодосија Паунов,41.9141705,22.4222383
ОУ Кирил и Методиј,Кочани,Лазар Андонов,41.9138185,22.4103305
СОУ Љупчо Сантов,Кочани,Глигор Апостолов Гочо,41.9140811,22.4098727
Детска Градинка Павлина Вељанова клон 4,Кочани,Гоце Делчев,41.9233978,22.4096618
Детска Градинка Павлина Вељанова клон 2,Кочани,Македонска,41.9151522,22.4260406
ОУ Крсте Петков Мисирков,Оризари,Гоце Делчев,41.9249258,22.444769
Krste P. Misirkov,Оризари,Гоце Делчев,41.9248009,22.4448324
Техничко-технолошки кампус,Скопје,Илинденска,42.0042411,21.4089886
АСУЦ Боро Петрушевски,Скопје,Петнаесети Корпус,42.0015951,21.4754763
Хидробиолошки Институт,Охрид,Булевар Свети Наум Охридски,41.101707,20.8148319
Коле Канински,Битола,Паца Мирчева,41.0045734,21.3466282
Висока медицинска школа - Битола,Битола,Ѓорѓи Наумов – Шоферо,41.0230896,21.3186884
Школа,Куманово,Тане Георгиев,42.1338865,21.7207615
Ангел Шајче 3,Куманово,Братство Единство,42.1394902,21.7158643
11-ти Октомври,Куманово,Тодор В.,42.1387933,21.7159217
"ООУ ""Гоце Делчев""",Демир Хисар,Гоце Делчев,41.2180763,21.2033236
"СОУ ""Крсте Петков-Мисирков""",Демир Хисар,Гоце Делчев,41.2181392,21.2024961
ОУ Јоаким Крчовски,Орман,Мајка Тереза,42.0545245,21.3489186
ОУ Јоаким Крчовски,Чучер Сандево,A4,42.0681485,21.3365301
ОУ Борис Кидрич,Скопје,Георги Димитров,41.9798991,21.438909
Манастир Св. Илија,Бањане,Манастир Св. Илија,42.1298841,21.3875029
Браќа Миладиновци,Скопје,Виа Игнација,42.0064775,21.3614728
СОУ Мирко Милески-Урош,Кичево,Рудничка,41.5117575,20.9576191
KAM Supermarket,Охрид,Стив Наумов,41.1191819,20.7961468
"Детска Градинка ""Росица""",Охрид,Пере Тошев,41.1195648,20.7938914
ОУ Тихомир Милошевски,Ново Село,1-Jan,42.0311313,21.3494164
Игротека Вини Пу,Скопје,Тодор Чангов 41,41.983424,21.4868579
Градинка Олга Мицеска,Кичево,11 Септември,41.5100198,20.9546292
СЕТУ Михајло Пупин,Скопје,Благоја Стефковски,42.0022755,21.4794205
"СУГС ""Марија Кири Склодовска""",Скопје,3. Македонска Бригада,41.9788554,21.4642829
Факултет за безбедност,Идризово,Улица 1,41.9571005,21.5575977
Основно музичко училиште „Методиј Патчев“,Охрид,Никола Карев,41.1117215,20.8097257
Универзитет за Инфоматички Науки и Технологии „Св. Апостол Павле“,Охрид,Партизанска,41.1133075,20.8025818
ООУ Свети Климент Охридски,Драслајца,R2243,41.2072454,20.6790424
ООУ Свети Климент Охридски,Драслајца,R2243,41.2068933,20.6791879
ОУ Страшо Пинџур,Чешиново,R534,41.8745703,22.2935118
,Охрид,Димитар Влахов,41.1128346,20.8077376
ОУ Гоце Делчев,Ресен,11 Septemvri,41.0897148,21.0156862
"ПООУ ""Гоце Делчев"" - Света",Света,R2339,41.2655707,21.2751278
"ПООУ ""Гоце Делчев"" - Света",Света,R2339,41.2655997,21.2753962
Medrese,Тетово,Браќа Миладинови,42.0061252,20.9663504
Gjimnazi i Tetovës,Тетово,Браќа Миладинови,42.006355,20.9644861
Ѓорче Петров,Тетово,,42.0074969,20.965453
Гимназија „Кирил Пејчиновиќ“,Тетово,Ѓорче Петров,42.0062148,20.9646283
Gjimnazi i Tetovës,Тетово,Браќа Миладинови,42.0064613,20.96429
Gjimnazi i Tetovës,Тетово,Браќа Миладинови,42.0063358,20.9646992
ОУ Никола Карев,Пробиштип,Скоевска,41.9914581,22.1867808
ОУ Никола Карев,Пробиштип,Скоевска,41.9913489,22.187286
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9888732,20.9627256
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.988462,20.9627217
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9878486,20.9613709
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9876132,20.9613065
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9876474,20.9608345
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9871353,20.9607208
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9873848,20.9607232
Max Van Der Stoel Institute,Тетово,Илинденска,41.9874461,20.9602847
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.988068,20.9611888
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9882893,20.9614002
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.988344,20.9603016
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9881764,20.9601646
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9880826,20.9604635
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9878327,20.9602039
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9876815,20.9597676
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9879862,20.9598296
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9871987,20.960041
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9870654,20.9602483
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9872713,20.960445
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9872481,20.9597349
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9869922,20.9598289
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9867849,20.9617284
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9865421,20.9623127
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9862657,20.9627027
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.986658,20.9604068
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9859732,20.9610923
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9864598,20.9607272
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9867092,20.9607247
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.986415,20.9612327
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9859087,20.9616059
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9863542,20.9617268
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9862525,20.9602934
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9858526,20.9604875
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9857764,20.9607393
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.9860244,20.9607401
Универзитет на Југоисточна Европа,Тетово,Илинденска,41.985269,20.9617512
СОУ Ѓорче Петров,Крива Паланка,8-ми Октомври,42.2059434,22.341537
СОУ Ѓорче Петров,Крива Паланка,8-ми Октомври,42.2060719,22.3409621
ОУ Рајко Жинзифов,Скопје,Саса-2,41.95583,21.4836519
Pero Nakov,Куманово,Пиринска,42.1330765,21.726612
O.U. Josip Broz Tito,Жировница,R1202,41.6743563,20.5878299
Илинденска,Тетово,,41.9846823,20.9589344
Градинка Буба Мара,Скопје,Тоше Проески (Детска Улица),41.9841537,21.47891
О.У. Гоце Делчев,Скопје,Горно Лисиче,41.9698352,21.4870371
О.У. Гоце Делчев,Скопје,Горно Лисиче,41.969897,21.4874257
О.У. Гоце Делчев,Скопје,Горно Лисиче,41.9695911,21.487475
О.У. Гоце Делчев,Скопје,Горно Лисиче,41.9695079,21.4871867
О.У. Гоце Делчев,Скопје,Горно Лисиче,41.969724,21.487137
Градинка Буба Мара,Скопје,Тоше Проески (Детска Улица),41.9842048,21.4791073
Градинка Буба Мара,Скопје,Тоше Проески (Детска Улица),41.9843318,21.4790166
Градинка Буба Мара,Скопје,Тоше Проески (Детска Улица),41.9842896,21.4787332
Градинка „Сонце“,Скопје,Благој Попов,41.9788858,21.4720035
О.У. Александар Македонски,Скопје,Благој Попов,41.9793878,21.471096
Игротека Тиквичка,Скопје,Владимир Комаров,41.9901658,21.45427
Градинка Весели Цветови,Скопје,Кресна,41.976845,21.4665127
ООУ „Димитар Македонски“,Скопје,Ѓуро Малешевац,41.9735867,21.476256
Градинка Весели Цветови,Скопје,Кресна,41.9768974,21.4665726
Градинка Срничка,Скопје,Булевар Асном,41.9883172,21.4650783
Градинка Весели Цветови,Скопје,Јане Сандански,41.9849925,21.4622998
Градинка Петар Пан,Скопје,Булевар Јане Сандански,41.9874714,21.4535003
ДСУ Димитар Влахов,Скопје,3. Македонска Бригада,41.9853253,21.4458968
Градинка,Скопје,Христо Татарчев,41.9749694,21.4445351
"О.У. Гоце Делчев, с. Радиовце",Радиовце,102,41.9065083,20.9641868
"О.У. Гоце Делчев, с. Радиoвце",Радиовце,102,41.9065619,20.9643579
О.У. „Гоце Делчев“- Теново,Теново,102,41.895609,20.9807875
О.У. „Гоце Делчев“ - Теново,Теново,102,41.8958301,20.980926
ООУ Елпида Караманди,Битола,Младински Бригади,41.0316441,21.3115062
ООУ Др Трифун Пановски,Битола,Охридска,41.0310938,21.3271072
Детска градинка Пролет,Скопје,Јуриј Гагарин,41.9955469,21.3958705
Детска градинка Пролет 2,Скопје,Милан Марковиќ,41.9928054,21.4030827
ПООУ Манчу Матак,Подвис,Даме Груев,41.3925122,21.325205
ПООУ Манчу Матак,Подвис,Даме Груев,41.3923973,21.325263
ПООУ Манчу Матак,Годивле,Јане Сандански,41.3639657,21.3195769
ПООУ Манчу Матак,Годивле,Јане Сандански,41.3639235,21.3196731
УКЛО - Економски Факултет - Прилеп,Прилеп,Прилепски Бранители,41.3538313,21.5409874
СОУ Ристе Ристески-Ричко,Прилеп,Браќа Миладиновци,41.3500877,21.5347505
Борка Талески-Модерното,Прилеп,Кузман Јосифоски-Питу,41.3455025,21.5504038
Рилево,Општина Долнени,,41.4885632,21.3679896
ООУ Ѓорче Петров,Ропотово,Стојан Кузманоски,41.4519584,21.376235
ПС Ропотово,Ропотово,Андон Иваноски,41.451564,21.3719709
ДГ Наша Иднина,Прилеп,Бидимаж,41.3419565,21.545461
ДГ Наша Иднина,Прилеп,Бидимаж,41.3420898,21.5449091
ДГ Наша Иднина,Прилеп,Бидимаж,41.3421708,21.545308
Св. Никола,Дабница,Прилеп-Трескавец,41.3982656,21.5659025
Детска градинка Пролет,Скопје,Јуриј Гагарин,41.995491,21.3958946
Bajram Shabani,Куманово,Карл Маркс,42.1339413,21.7137695
ОУ Гоце Делчев,Штип,Сутјеска,41.7403638,22.2000104
Ц12,Прилеп,Браќа Миладиновци,41.3495382,21.5367723
ОУ Ванчо Прќе,Ѕвегор,A3,41.967006,22.8026976
СОУ М.М. Брицо,Делчево,бул. Методи Митевски Брицо,41.967374,22.7786663
СВ. Климент Охридски,Делчево,бул. Методи Митевски Брицо,41.9662871,22.778273
ОУ. Ванчо Прќе,Делчево,Н. Ј. Вапцаров,41.9676388,22.7741287
Весели Цветови (детска градинка),Делчево,Светозар Марковски,41.9686692,22.7729098
ОУ Ванчо Прќе,Ѕвегор,A3,41.9669801,22.8027539
ОУ. Ванчо Прќе,Делчево,Н. Ј. Вапцаров,41.9677254,22.7738872
Весели Цветови (детска градинка),Делчево,Светозар Марковски,41.9686842,22.7728294
ОУ. Св. Климент Охридски,Делчево,бул. Методи Митевски Брицо,41.9663191,22.7780548
СОУ М.М. Брицо,Делчево,бул. Методи Митевски Брицо,41.9674612,22.7781263
DTU The Faculty of Art,Тетово,Љуботенска,41.9949025,20.9492599
ПООУ Страшо Пинџур,Удово,Коста Делев,41.3451258,22.4399427
ПООУ Страшо Пинџур,Удово,Коста Делев,41.3451379,22.4400646
Др. Златан Сремец,Скопје,Емил Зола,41.9848465,21.4366391
ОУГС Битолски Конгрес,Скопје,Петре Георгиев,42.001846,21.4439235
ОУ „Аврам Писевски“,Бардовци,Улица 10,42.0261333,21.3832835
Универзитет за Инфоматички Науки и Технологии „Св. Апостол Павле“,Охрид,Партизанска,41.1132059,20.8025989
Димче Мирчев,Велес,Тодор Христов Офицерчето,41.7162497,21.7682216
ОУ Димитар Поп Георгиев - Беровски,Скопје,Воин Драшковиќ,42.0039542,21.3705171
R1303,Барбарос,,41.5202116,21.2418105
,Арачиново,,42.0256567,21.5549323
,Арачиново,,42.0258142,21.5547671
ПООУ Крсте Мисирков,Кременица,R2338,40.9217545,21.4566298
ПООУ Крсте Мисирков,Кременица,R2338,40.9217966,21.4565176
ДГ Весели Цветови,Гевгелија,Илинденска,41.1396129,22.5122728
ДГ Весели Цветови,Гевгелија,Илинденска,41.1395657,22.5121237
Научен институт за тутун - Прилеп,Варош,R1303,41.3693879,21.5145619
ПООУ Страхил Пинџуров - Страшо Пинџур,Кадино Село,R2339,41.3076349,21.4591152
ПООУ Страхил Пинџуров - Страшо Пинџур,Кадино Село,R2339,41.3074365,21.45912
ПООУ Круме Волнароски-Коља,Галичани,R2339,41.3042531,21.4784037
ПООУ Круме Волнароски-Коља,Галичани,R2339,41.3042551,21.4783497
ПООУ Круме Волнароски-Коља,Беровци,R1101,41.2972085,21.4969628
ПООУ Круме Волнароски-Коља,Беровци,R1101,41.2969372,21.4969163
ООУ Ѓорѓија Кастриот,Арачиново,Улица 10,42.0240331,21.5605292
ООУ Ѓорѓија Кастриот,Арачиново,Улица 10,42.0238679,21.5602465
СГГУ Здравко Цветковски,Скопје,Булевар Партизански Одреди,42.0009633,21.4021518
Мајски цвет,Скопје,Варшавска,42.0006596,21.3967735
Меѓународен балкански универзитет,Скопје,Самоилова,42.001799,21.4348452
ООУ Крсте Мисирков,Барешани,L50152,40.9525547,21.3592794
ООУ Крсте Мисирков,Барешани,L50152,40.9523532,21.3595993
ПООУ Пецо Крстески-Даскалот,Сарандиново,R1303,41.4127235,21.3989089
ПООУ Пецо Крстески-Даскалот,Новоселани,Марко Деспотоски,41.402306,21.4341518
ПООУ Пецо Крстески-Даскалот,Новоселани,Марко Деспотоски,41.4024174,21.4340677
ПООУ Пецо Крстески-Даскалот,Новоселани,Марко Деспотоски,41.3820845,21.4149645
ПООУ Климент Охридски,Мажучиште,R1303,41.386372,21.4980421
ПООУ Климент Охридски,Мажучиште,R1303,41.386242,21.498066
СОУ Мирче Ацев-Стојче,Прилеп,Прилепски Бранители,41.3510378,21.5496053
СОУ Мирче Ацев-Стојче,Прилеп,Прилепски Бранители,41.3509255,21.5498577
ПООУ Страхил Пинџуров - Страшо Пинџур,Големо Коњари,R1306,41.3434317,21.4410664
ПООУ Страхил Пинџуров - Страшо Пинџур,Големо Коњари,R1306,41.3434562,21.4413014
ООУ Круме Волнароски-Коља,Тополчани,Тополчани,41.2259362,21.4322413
ООУ Круме Волнароски-Коља,Тополчани,Тополчани,41.2257354,21.4319154
Искра,Штип,Рибник,41.7312801,22.1752756
Ректорат,Штип,Димитар Влахов,41.7363459,22.1823884
Факултетска библиотека и компјутерница,Скопје,16 Makedonska brigada,42.0029297,21.4587629
Факултетска библиотека и компјутерница,Скопје,16 Makedonska brigada,42.0029542,21.4587078
Лабораторија за Патологија и Сметководство,Скопје,16 Makedonska brigada,42.0031821,21.4587963
Томе Стефановски - Сениќ,Скопје,Булевар Александар Македонски,42.0018403,21.4721954
Томе Стефановски - Сениќ,Скопје,Булевар Александар Македонски,42.0011838,21.471974
ПООУ Круме Волнароски-Коља,Штавица,R1107,41.2595862,21.5711737
ПООУ Круме Волнароски-Коља,Штавица,R1107,41.2595809,21.5711074
Браќа Миладиновци,Трап,R29175,41.1419236,21.4331946
Браќа Миладиновци,Трап,R29175,41.1416753,21.433271
ООУ Јонче Смугрески,Обршани,Љубе Грујоски,41.2784558,21.3646052
ООУ Јонче Смугрески,Обршани,Љубе Грујоски,41.2779551,21.3651082
ООУ Јонче Смугрески,Обршани,Љубе Грујоски,41.2786553,21.3642291
Музичко училиште „Тоше Проески“,Битола,1. Мај,41.0314212,21.3298038
Музичко училиште „Тоше Проески“,Битола,1. Мај,41.0314189,21.3299719
,Битола,Судска,41.0314166,21.3300378
О.У. Прпарими,Форино,R2233,41.830554,20.9662963
Гимазија „Славчо Стојменски“ - Штип,Штип,Борко Талев,41.7360983,22.1922463
ОУ Ванчо Прќе,Штип,Васил Доганџ.,41.7360923,22.1934213
Манчу Матак,Врбјани,R1306,41.3316428,21.3903955
Манчу Матак,Врбјани,R1306,41.3315928,21.3904339
,Беловодица,,41.3382692,21.7009981
,Беловодица,,41.3380835,21.7009184
Турско Школо,Штип,Страшо Пинџур,41.7371725,22.1959235
Библиотека “Гоце Делчев“,Штип,Вита Поп Јорданова,41.7358729,22.1946584
СТУ Димитар Мирасчиев,Штип,Мирче Ацев,41.7363607,22.1949212
,Штип,,41.7356561,22.1925183
ОУ Тошо Арсов,Штип,Бул. ЈНА,41.7495868,22.1918309
ОУ Тошо Арсов,Штип,Бул. ЈНА,41.7491996,22.1916672
ООУ Димитар Влахов,Штип,Џемал Бједиќ,41.7504364,22.2027954
Кампус 4,Штип,Михајло Апостолски,41.7367383,22.2034127
Кампус 4,Штип,Михајло Апостолски,41.7366657,22.203384
СОУ Јане Сандански - Штип,Штип,Трајко Кош,41.73156,22.1995433
СОУ Јане Сандански - Штип,Штип,Трајко Кош,41.7317945,22.1993584
Факултет за Медицински Науки - Деканат,Штип,Љубен Иванов,41.7338389,22.1991075
Христијан Тодоровски Карпош,Штип,,41.7378415,22.2022417
"ДМУЦ ""Сергеј Михајлов""",Штип,Иво Лола Рибар,41.7382299,22.1911101
"ДМУЦ ""Сергеј Михајлов""",Штип,Иво Лола Рибар,41.738082,22.1910399
Крсте Мисирков,Штип,,41.7361293,22.1833318
ОУ Гоце Делчев,Штип,Сутјеска,41.7402344,22.2000214
Супер Кид-Го,Штип,Браќа Даневи,41.7450568,22.198007
Кампус 2,Штип,R1204,41.7465031,22.183539
Кампус 2,Штип,R1204,41.7469465,22.1836683
Градинка Астибо,Штип,Брегалничка,41.7450793,22.1882511
СОУ „Коле Нехтенин“,Штип,R1204,41.7477459,22.1824148
СОУ „Коле Нехтенин“,Штип,R1204,41.7478065,22.1817769
СОУ „Коле Нехтенин“,Штип,R1204,41.7476383,22.1829028
СОУ „Коле Нехтенин“,Штип,R1204,41.7478312,22.1824738
Кампус 4,Штип,Железничка,41.7598777,22.1659847
Музичка академија,Штип,Кузман Јосфовски Питу,41.7369521,22.1911505
СОУ Јане Сандански - Штип,Штип,Трајко Кош,41.7314322,22.1996241
Факултет за Медицински Науки,Штип,Мирче Ацев,41.7362962,22.1951343
Ilindenska,Чашка,,41.6484751,21.6903626
,Марино,,41.9904094,21.5845757
,Марино,,41.9902139,21.5845066
Ѕидан Мост,Богомила,R2336,41.5901329,21.4714461
Братство Миѓени,Сараќино,R1206,41.9816332,21.0410511
Братство Миѓени,Сараќино,R1206,41.9817931,21.0411926
Братство Миѓени,Сараќино,R1206,41.9817422,21.0410969
Факултет за земјоделски науки и храна,Скопје,Булевар Александар Македонски,42.0025342,21.4579685
Лабораторија за тестирање мебел - ФДТМЕ,Скопје,16 Makedonska brigada,42.0024672,21.4591177
Фидани,Скопје,4 Dhjetori,42.0188205,21.4410749
Фидани,Скопје,4 Dhjetori,42.0189063,21.4411106
градинка Фидани,Скопје,Булевар Цветан Димов,42.0067243,21.4414001
градинка Фидани,Скопје,Булевар Цветан Димов,42.0067136,21.4416971
Градинка Срничка,Скопје,Булевар Асном,41.9882288,21.4650196
Градинка Срничка,Скопје,Булевар Асном,41.988507,21.4653826
Градинка Срничка,Скопје,Булевар Јане Сандански,41.9884047,21.4652474
Градинка Срничка,Скопје,Булевар Асном,41.9884175,21.4649922
ОУ „Блаже Конески“,Скопје,Анастас Митрев,41.9867538,21.4499459
Поранешен ФОН,Скопје,Методија Андонов Ченто,42.0045869,21.4888751
Интернационално Школо,Скопје,Антоние Грубишиќ,42.0006861,21.4221375
Кукушка,Скопје,Кукушка,42.0020022,21.4269739
ООУ Димитар Влахов,Штип,Џемал Бједиќ,41.7506585,22.2026121
"Градинка ""Сончогледи""",Штип,Сремски Фронт,41.750727,22.2007415
"Градинка ""Сончогледи""",Штип,Сремски Фронт,41.7506997,22.2006981
Државен Универзитет Тетово,Тетово,R2233,41.9928949,20.9622694
ССОУ Моша Пијаде,Тетово,Илинденска,41.991595,20.9620358
ПООУ Гоце Делчев,Топлица,R1101,41.3804988,21.8078733
ПООУ Гоце Делчев,Топлица,R1101,41.3800613,21.8079298
,Скопје,Јане Сандански,41.9861556,21.4696516
,Скопје,Јане Сандански,41.9862633,21.4698
,Скопје,Јане Сандански,41.985971,21.4699071
Градинка Весели Цветови,Скопје,Јане Сандански,41.9851351,21.4620773
